manual_keep_qian_0_1,manual_exclusion_reason,manual_product_or_process,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_confidence_1_3,manual_notes,review_id,qian_auto_label,qian_auto_keep_candidate,qian_evidence_score,auto_exclusion_hint,in_v23_upstream_first,v23_upstream_supplier_links,v23_upstream_ar0_valid_rows,has_supplier_link,supplier_linked_unique_suppliers,supplier_linked_return_rows,event_id,focal_code,company_name,event_date,event_year,source_type,title,answer_terms,question_terms,has_strict_genai_company_text,has_strict_genai_question_text,question_only_trigger,negative_no_current_flag,boilerplate_attention_flag,positive_initiative_action_flag,product_or_workflow_flag,deployment_or_contract_flag,partner_or_customer_flag,numeric_or_timeline_flag,genai_context,question_text,source_url,local_text_file
,,,,,,,QIAN00869,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11037_603439_20250207,603439,贵州三力,2025-02-07,2025,csmar_investor_interaction,,DeepSeek;大模型,DeepSeek;大模型,1,1,0,0,0,1,1,0,0,0,尊敬的投资者，您好！ 目前公司在新药研发中未运用Deepseek大模型。 感谢您对贵州三力的关注！,请问贵公司有没有在新药研发中运用非常火的Deepseek大模型？,,
,,,,,,,QIAN00870,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR11043_688046_20250207,688046,,2025-02-07,2025,csmar_ir_meeting_qa,,DeepSeek;大模型,DeepSeek,1,1,0,0,0,1,1,1,0,1,Deepseek已接入公司部分办公软件，作为辅助工具，提高内部工作效率。 同时，公司积极推动、探索以 DeepSeek为代表的 AI模型结合公司自有数据在转基因动物模型基因编辑方案设计、疾病动物模型临床前药效测试方案及实验结果预估、生物组学大数据分析等垂直领域应用； 基于公司丰富的小鼠资源和大量的实验数据，公司已于2024年底开始搭建标准化、结构化的模型疾病数据库（Gempharmatech Disease Database，GDB），通过对底层数据的清晰分类与标签化注释，实现 TEXT2SQL快速灵活调取特定动物模型,近期 Deepseek火热，公司是否有在内部接入使用？,,
,,,,,,,QIAN00871,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11051_000425_20250208,000425,徐工机械,2025-02-08,2025,csmar_investor_interaction,,大模型,,1,0,0,0,0,1,1,0,0,0,您好，1、公司深刻认识到人工智能（AI）时代已到来，抢抓 “大模型+大数据+大算力”新一代人工智能发展机遇，纵深推进智 改数转网联“一号工程”，已在多领域应用主流AI平台进行场景设计； 2、公司已在数智化院下设人工智能所，研究实践Al +工程机械具身智能的开发应用；,公司参与建设江苏人工智能研究院及自设AI实验室，目前进展情况？,,
,,,,,,,QIAN00872,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11073_300562_20250208,300562,乐心医疗,2025-02-08,2025,csmar_investor_interaction,,大模型,大模型,1,1,0,0,0,1,1,0,1,0,投资者您好！ 公司高度重视产品的创新与研发，乐心在心血管病垂直领域大模型方面持续保持投入，新产品将很快与大家见面，另外公司已与三星等优质客户实现合作。 公司尚无法预测上述对公司未来业绩的影响，请注意投资风险，感谢您的关注！,请问公司有考虑和三星，华为，字节，谷歌，openai等公司合作吗，例如嵌入大模型或者合作开发硬件产品,,
,,,,,,,QIAN00873,review_possible_specific_initiative,1,3,,0,0,0,1,6,6,CSMAR11092_000950_20250210,000950,重药控股,2025-02-10,2025,csmar_investor_interaction,,AI大模型;大模型,DeepSeek,1,1,0,0,0,1,1,0,0,0,公司高度重视新技术发展与创新，持续推进AI技术与实际业务及管理的融合、AI大模型的场景验证与应用，通过智能化赋能公司高质量发展。,公司是否接入Deepseek，提升管理水平,,
,,,,,,,QIAN00874,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11098_002110_20250210,002110,三钢闽光,2025-02-10,2025,csmar_investor_interaction,,DeepSeek,DeepSeek;大模型,1,1,0,0,0,1,1,0,0,0,公司将根据实际情况，积极学习运用DeepSeek等相关技术，强化推进数字化、智能化应用，推动公司数字化转型。 谢谢！,最近，国产AI公司深度求索开发的大模型DeepSeek非常火爆，不少公司已在内部部署，借助该大模型赋能业务，提升效率与创新能力。想了解一下咱们公司是否有应用DeepSeek大模型？如果尚未应用，是否有考虑在研发中探索其应用的可能性，以便更好地利用前沿技术推动业务发展 ？,,
,,,,,,,QIAN00875,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR11151_301231_20250210,301231,荣信文化,2025-02-10,2025,csmar_investor_interaction,,DeepSeek,DeepSeek;大模型,1,1,0,0,0,1,1,0,1,1,尊敬的投资者您好，公司的乐乐趣小火箭AI智能点读笔目前支持语音点读、AI智能语音、AI声音定制等功能，“AI声音定制”是2023年公司与科大讯飞合作，利用其语音复刻技术为点读笔增加的功能，帮助忙碌的爸妈与孩子建立更多的联结。 公司将持续关注DeepSeek等新技术的发展和应用，探索新技术与点读笔的结合点，为更多的家庭提供优质的阅读服务。 感谢您的建议与关注！,公司点读笔的供应商是谁，与哪家大模型公司合作？\ndeepseek这么火，公司如果在点读笔中接入deepseek，就能轻松满足孩子各种问题，用户体验直线上升，成为儿童智能硬件的爆款，期待AI点读笔deepseek版的重磅发布！,,
,,,,,,,QIAN00876,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11167_603528_20250210,603528,,2025-02-10,2025,csmar_ir_meeting_qa,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,1,0,DeepSeek凭借其独有的技术架构与算法优化开辟了人工智能领域的新格局，而公司在主营产业的各个应用场景均需要人工智能技术的加持与推动，因此寻找与人工智能领域前沿技术的合作是必然趋势。 目前公司研发团队正在积极探索相关应用场景下的产品接入路径与呈现形态，部分技术方案也处于论证和试验阶段。,近期Deepseek异常火热，引发了AI产业链新的生态革命，作为高科技公司，多伦科技是否会考虑接入Deepseek？,,
,,,,,,,QIAN00877,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11170_603682_20250210,603682,锦和商管,2025-02-10,2025,csmar_investor_interaction,,DeepSeek,DeepSeek;大模型,1,1,0,0,0,1,1,0,0,0,公司现已在物业等服务模块加入AI客服进行智慧联动，通过自动化响应和初步筛选功能处理大量常见问题以提升服务品质和效率。 随着近期DeepSeek的火爆出圈，公司持续关注DeepSeek的动态以及新技术在城市更新领域的应用场景，同时也正在积极规划将DeepSeek模型引入运营管理以提升经营效率，谢谢。,请问锦和商管在文创园区的运营管理上，有没有接入或者计划接入DeepSeek R-1大模型以提升效率和服务水平？,,
,,,,,,,QIAN00878,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11174_603936_20250210,603936,博敏电子,2025-02-10,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 公司目前与DeepSeek暂无直接合作关系。 Deepseek的低成本和高性能特点使得端侧硬件能够更好地支持复杂的AI任务，其开源模式和本地部署能力也推动AI技术的生态化，加速端侧硬件的落地和普及。 预计AI浪潮带动算力需求的增长，带动服务器、存储、PCB板等环节价值量提升。,董秘你好，请问公司与deepseek有没有合作？在deepseek爆火的背景下，公司将迎来怎样的时代机遇？,,
,,,,,,,QIAN00879,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11235_300121_20250211,300121,阳谷华泰,2025-02-11,2025,csmar_investor_interaction,,DeepSeek;大模型,DeepSeek,1,1,0,0,0,1,1,1,0,0,波米科技的主要产品包括非光敏性聚酰亚胺与光敏性聚酰亚胺涂层材料以及液晶取向剂，主要应用于半导体器件、半导体（先进）封装与液晶显示面板制造领域，DeepSeek大模型所需芯片为行业终端产品，感谢您对公司的关注。,你好！请问贵公司并购的波米科技产品是否可应用于DeepSeek模型算力算法芯片方面？,,
,,,,,,,QIAN00880,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11240_300240_20250211,300240,飞力达,2025-02-11,2025,csmar_investor_interaction,,大模型,DeepSeek;大模型,1,1,0,0,0,1,1,0,1,0,公司始终重视物流智能化与数字化发展，在智慧物流体系建设中已积极应用AI技术，包括智能分单、路径优化、仓储管理等场景，以提升运营效率与客户体验。 关于前沿技术探索，公司持续关注行业动态及新兴技术发展，对各类大模型技术均保持开放合作态度。 具体技术接入需综合评估技术适配性、数据安全及成本效益等因素。,贵单位在物流智能化数字化发展过程中有没有应用到Ai技术？公司有没有准备接入DeepSeek大模型以实现更好的物流智能调度和路径规划？,,
,,,,,,,QIAN00881,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11269_301103_20250211,301103,何氏眼科,2025-02-11,2025,csmar_investor_interaction,,DeepSeek;大模型,DeepSeek,1,1,0,0,0,1,1,0,0,0,尊敬的投资者您好。 公司始终密切关注人工智能领域的技术演进与行业应用，包括但不限于DeepSeek大模型等前沿方向。 未来如有相关计划，公司将严格按照信息披露要求及时履行披露义务。 || 尊敬的投资者您好。,请问公司是否考虑过接入DeepSeek系统？更好的为患者服务，谢谢 || 公司的“光明小屋”以眼科智能设备为入口，通过先进的AI智能诊断，更好的为客户服务，请问公司的AI系统可否接入DeepSeek模型？谢谢,,
,,,,,,,QIAN00882,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11291_603568_20250211,603568,伟明环保,2025-02-11,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,0,0,您好！ Deepseek是国内优秀的人工智能开源模型，公司持续关注该产品在环保行业的应用，为环保行业高质量发展出力。 谢谢！,您好，尊敬的董秘。伟明环保未来会与位于浙江杭州的Deepseek展开环保行业AI数据合作么？为环保行业高质量发展助力。非常感谢。,,
,,,,,,,QIAN00883,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR11292_603579_20250211,603579,荣泰健康,2025-02-11,2025,csmar_investor_interaction,,AI大模型;DeepSeek;大模型,AI大模型;DeepSeek;大模型,1,1,0,0,0,1,1,0,1,1,尊敬的投资者您好：公司近期与国内AI大模型DeepSeek达成深度合作，实现了技术融合，为公司产品带来了显著的技术突破。 此次合作使公司在智能化、个性化方面取得了重要进展，具体体现在新款按摩椅RT8900AI双子座（2025年款）的四大功能升级亮点上：1、智能语音交互：该按摩椅能够精准理解用户的语音指令，即使用户的表达不够清晰，也能准确识别并执行相应的操作。,董秘你好，请问荣泰健康与国内顶尖AI大模型DeepSeek完成深度融合，成功构建了行业首个“大模型技术矩阵”。清简要展开介绍一下，以及对公司产品的赋能，谢谢,,
,,,,,,,QIAN00884,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11304_688411_20250211,688411,海博思创,2025-02-11,2025,csmar_investor_interaction,,大模型,,1,0,0,0,0,1,1,1,0,0,通过AI、大数据、云计算技术，推进储能系统研发、测试、生产、运维全链条的数智化，进而实现系统产品及关键零部件全生命周期数据的可追溯； 同时通过大量产品应用所积累的海量数据成为“储能+AI”大模型的强大数据基础，助力下一代的产品研发与迭代升级，以提升储能系统控制的精确程度和系统性能，进而提升储能系统的效率、寿命和可靠性。 公司会持续关注相关新兴技术的发展，,公司一直在积极利用人工智能技术提升储能系统制造与运营管理水平。请问公司与deep seek公司有合作吗？是否已利用deep seek来提升公司的产品研发和运营水平？Deep seek对提升公司的产品研发能力和技术竞争力有何帮助？,,
,,,,,,,QIAN00885,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11307_688651_20250211,688651,盛邦安全,2025-02-11,2025,csmar_investor_interaction,,DeepSeek;大模型,,1,0,0,0,0,1,1,0,0,0,其一，AI技术已在公司多源威胁情报融合分析系统等产品实现应用，后续公司将会发布更多具备AI能力的产品。 其二，公司现已形成了以AI驱动的安全产品与方案，引入DeepSeek等主流大模型，实现了资产识别、漏洞分析、威胁检测等规则的智能生成，并基于AI完成了风险分析、攻击防护、日志降噪等核心引擎的重构。 其三，公司近年来持续关注AI赛道，并投资了网络安全领域的AI技术企业，提早进行,董秘您好，请问公司有AI技术吗？,,
,,,,,,,QIAN00886,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11320_002036_20250212,002036,联创电子,2025-02-12,2025,csmar_investor_interaction,,AI大模型;大模型,AI大模型;大模型,1,1,0,0,0,1,1,0,1,0,公司重视AI大模型等新兴领域，也积极探索将大模型等人工智能技术与应用终端硬件产品的结合，以满足不同行业客户的更高需求。 感谢您的关注！,董秘你好！贵公司应用终端产品有没有接入ai大模型？,,
,,,,,,,QIAN00887,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11358_300515_20250212,300515,三德科技,2025-02-12,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,1,0,公司积极关注前沿科技领域发展，探索行业相关技术创新与产业机会，包括AI。 截至目前，公司暂无与Deepseek的业务合作，产品亦尚未接入其系统。 公司鼓励包括产品开发团队在内的员工使用不限于Deepseek的AI工具，提升工作质量和效率。 谢谢您的建议。,尊敬的董秘您好!Deepseek火遍全球，作为一家科技企业，三德科技为何没有紧跟世界级大公司步伐，和国内头部企业步伐，使用Deepseek系统，用于智能设备升级及设计上，现在又过了几天，三德科技有没有接入Deepseek系统，核心人员是否了解新技术可以事半功倍?谢谢,,
,,,,,,,QIAN00888,review_possible_specific_initiative,1,3,,1,2,2,1,2,2,CSMAR11359_300558_20250212,300558,贝达药业,2025-02-12,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,0,0,您好！ DeepSeek 在人工智能领域拥有出色的技术实力，作为一家创新药企业，公司会密切关注前沿科技在新药开发领域的应用。 谢谢！,请问公司在AI制药当面是否有所探索，是否考虑与deepseek进行深层次合作？,,
,,,,,,,QIAN00889,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11378_301257_20250212,301257,,2025-02-12,2025,csmar_ir_meeting_qa,,DeepSeek,AI大模型;大模型,1,1,0,0,0,1,1,0,0,0,线上Q&A系统支撑问题复盘能力迭代、系统预警人员风险及时补位等。 目前公司内部办公系统已完成DeepSeek的本地化接入和部署，通过智能交互进一步提升工作效率，并在积极探索AI技术与业务系统的深度融合，提高临床试验执行效率。,近期AI大模型引发广泛关注，请问数智化系统和工具对于公司业务效率提升主要有哪些突破的方向？,,
,,,,,,,QIAN00890,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR11383_301608_20250212,301608,,2025-02-12,2025,csmar_ir_meeting_qa,,DeepSeek;大语言模型,DeepSeek;大模型;豆包,1,1,0,0,0,1,1,1,1,0,公司一直密切关注 AI技术的发展趋势，积极探索 AI技术在产品上的创新应用。 针对儿童教育类智能玩具和智能穿戴设备产品，公司已开展适配相关 AI技术的探索工作（注：以 DeepSeek为例，其为开源大语言模型，各家厂商均可免费根据自身需求对其进行模型的适配与本地化部署，并基于该模型开展相关业务），力求优化产品功能，提升用户体验。 目前，该工作仅仅停留在技术适配及原型开发阶段，距离规模化商用仍需相当长的时间，对公司业务开展和业绩贡献均无实质影响。,公司的产品是否涉及 DeepSeek、豆包等大模型？,,
,,,,,,,QIAN00891,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11385_600380_20250212,600380,健康元,2025-02-12,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,0,0,感谢您的建议。 公司密切关注AI领域的快速发展和研究，近期更是将Deepseek等全球最先进的AI模型运用在创新药研发方面，包括靶点发现、化合物筛选、分子设计、药学研究、临床研究等关键环节，致力于通过前沿科技降低研发成本、全面提升研发效率，为公司现有创新药助力。 感谢您的关注！ || 您好！ 公司密切关注AI领域的快速发展和研究，近期更是将Deepseek等全球最先进的AI模型运用在创新药研发方面。 积极推动AI在公司各个业务模块全面应用，进一步优化业务流程、提升工作效率。,您好，董秘，公司是否开率利用DEEP SEEK进行新药的研发，毕竟这个模型属于开源，免费使用，如果能够使用这个模型进行新药研发应该能加快新药研发进度，减少一些研发成本！ || 贵公司与腾讯实验室搞了ai制药，有没有接入幻方deepseek？,,
,,,,,,,QIAN00892,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11389_601108_20250212,601108,财通证券,2025-02-12,2025,csmar_investor_interaction;csmar_ir_meeting_qa,,AI大模型;DeepSeek;大模型,DeepSeek,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 目前公司自主研发的“财小智”已完成与deepseek模型的对接，可通过使用deepseek的模型能力，实现知识智能检索、智能办公等应用场景，有效提升了公司的办公效率。 公司积极推进AI大模型运用，谋划构建数智财通创新体系，致力于在客户服务等多个领域开拓更丰富的AI价值场景，以AI助推“以客户为中心”重塑客户运营体系重大改革落地见效。 谢谢关注！ || 目前公司自主研发的“财小智”已完成与deepseek模型的对接，可通过使用deepseek的模型能力，实现知识智能检索、智能办公等应用场景，有效提升了公司的办公效率。,贵公司自主研发的财小智是否与deepseek深度合作？ || 公司自主研发了财小智，未来该产品会应用到哪些领域？,,
,,,,,,,QIAN00893,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11395_688152_20250212,688152,麒麟信安,2025-02-12,2025,csmar_investor_interaction,,DeepSeek,DeepSeek;大模型,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好。 截止目前，公司已在飞腾CPU国产终端上成功部署麒麟信安桌面操作系统+DeepSeek-R1，实现全栈国产化技术应用，为用户提供更加智能高效的使用体验。 如需进一步了解详情您还可以查阅公司官网和微信公众号。 通过攻克内核驱动、硬件兼容性等关键技术，麒麟信安桌面操作系统在飞腾终端上实现“开机即用”的流畅体验，系统稳定性高，且具备国密级安全防护能力。 随着DeepSeek的本地部署，麒麟信安桌面操作系统进一步升级，为,贵公司的操作系统和云计算，云办公，为什么不接入目前最先进的deepseek，提高系统可用性 || 麒麟信安在飞腾CPU国产终端上成功部署麒麟信安桌面操作系统+DeepSeek -R1，实现了从硬件、操作系统到大模型应用的全栈国产化技术闭环！公司的公众号发布麒麟信安桌面操作系统轻松部署DeepSeek——智能触手可及！可否详细讲解一下？,,
,,,,,,,QIAN00894,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11405_688383_20250212,688383,新益昌,2025-02-12,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,0,0,尊敬的投资者，您好。 公司正在评估接入DeepSeek系统，利用最新AI技术加速公司研发速度，提升公司产品智能化。 感谢您的关注。,目前DeepSeek火爆全球，公司有没有考虑接入该系统助力公司设备智能Ai化？,,
,,,,,,,QIAN00895,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11408_688522_20250212,688522,,2025-02-12,2025,csmar_ir_meeting_qa,,DeepSeek;人工智能大模型;大模型,DeepSeek;大模型,1,1,0,0,0,1,1,0,1,0,DeepSeek的出现将推动AI技术的普及和应用，推动人工智能行业和科技行业的发展，其低成本和高性能的特点，打破了传统人工智能大模型的限制，也提供了更具性价比的选择，降低了人工智能的应用门槛。 人工智能技术在纳睿雷达相控阵雷达产品的自动化预警系统中有广泛的应用。 公司将密切关注DeepSeek及其应用，根据自身的技术需求，不断推进相控阵AI预警产品的创新升级，持续增强公司的核心竞争力。 截至目前，公司尚未与DeepSeek公司开展业务合作，敬请广大投资者注意投资风险，理性投资。,最近国产大模型DeepSeek（深度求索）持续火爆出圈，对纳睿雷达产生什么影响？,,
,,,,,,,QIAN00896,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11412_000620_20250213,000620,新华联,2025-02-13,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,1,0,您好！ 目前，公司的旅游项目暂未接入DeepSeek并进行相关合作。 不过，我们一直关注着行业内的新技术发展，DeepSeek在提升智能化和互动性方面确实具有很大的潜力。 后续我们会根据市场发展趋势、项目实际需求以及技术应用的可行性等多方面因素进行综合评估，考虑是否接入DeepSeek或其他类似的先进技术，以增强景区项目的互动性和吸引力，为游客提供更好的体验。 感谢您对公司的关注。,董秘你好，公司旅游项目是否有接入deepseek ，增强景区项目互动性。其他项目是否有这方面的相关合作。后续是否考虑接入？,,
,,,,,,,QIAN00897,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11414_000686_20250213,000686,东北证券,2025-02-13,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,0,0,尊敬的投资者您好！ 东北证券目前已本地化部署了DeepSeek R1版本，并在合规咨询、投顾服务等场景进行了应用，同时也在陆续推进智能投顾、智能检索与知识问答、代码开发与测试用例生成、智能运维等场景的应用，后续公司也将继续探索在行业与市场研究、投资决策、风险管理等方面的应用。 感谢您对公司的关注，祝您投资愉快！,请问贵公司考虑接入或部署deepseek吗？公司在今后发展中会融合先进人工智能技术吗？,,
,,,,,,,QIAN00898,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11453_300508_20250213,300508,维宏股份,2025-02-13,2025,csmar_investor_interaction,,大模型,,1,0,0,0,0,1,1,0,0,0,伺服的自适应学习等等一些具有一些AI特征的功能。 我们也在积极了解学习现在很火的各种大模型，一方面希望利用AI技术提高我们研发效率，一方面希望能够将它融入到我们的产品中，提高产品性能和智能化水平。,亲爱的董秘你好，请问贵司是软件产品，有关于涉及到智能软件的设计吗？,,
,,,,,,,QIAN00899,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11460_301408_20250213,301408,华人健康,2025-02-13,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,1,0,公司正在密切关注行业动态和技术发展，积极探索AI技术在新零售领域合作的可能，从而实现更高效的运营与更精准的用户触达。 公司信息技术相关部门正在积极推进DeepSeek接入方案的制定与实施。 感谢您,请问公司有无在智能医疗/Ai医疗方向有无布局？有无接入deepseek的可能性？谢谢答复,,
,,,,,,,QIAN00900,keep_candidate_strong_specific_initiative,1,4,,0,0,0,1,6,6,CSMAR11469_600998_20250213,600998,九州通,2025-02-13,2025,csmar_investor_interaction,,DeepSeek,DeepSeek;大模型,1,1,0,0,0,1,1,1,0,0,您好！ 公司内部办公系统已接入DeepSeek，一方面通过智能交互，进一步提升公司办公效率； 另一方面，通过AI深度分析，挖掘公司海量的业务数据价值，更好地洞察业务，优化公司经营决策，提升公司竞争力。,公司是否接入DeepSeek大模型？如有，对公司哪方面有所提升？,,
,,,,,,,QIAN00901,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11471_601800_20250213,601800,中国交建,2025-02-13,2025,csmar_investor_interaction,,DeepSeek;智能体,DeepSeek,1,1,0,0,0,1,1,0,0,0,该系统在公司内部及多个交通基建场景中投入应用，通过深度融合行业知识库和业务逻辑，为工程管理、技术咨询等环节提供智能化支持。 目前，该系统正式接入DeepSeek R1，以“自主创新+开源开放”双引擎，重新定义企业级AI智能体平台。 谢谢您的关注。,各大央国企都公告接入deepseek，贵公司是否也考虑接入，对工程设计与AI城市，智慧城市的业务助力。,,
,,,,,,,QIAN00902,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR11473_603110_20250213,603110,东方材料,2025-02-13,2025,csmar_investor_interaction,,DeepSeek,DeepSeek,1,1,0,0,0,1,1,0,1,1,您好，目前公司没有开发DeepSeek智算一体机。 2024年9月，子公司东方超算发布的CaleDone E800一体机，主要是面向数据中心、中小微AI创业公司，以及算力刚需型科研机构等用户，目前正常售卖，可随时提供远程测试。,您好！请问东方超算是否已开发DeepSeek智算一体机？公司在智算一体机方面成果如何？谢谢,,
,,,,,,,QIAN00903,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR11486_688159_20250213,688159,有方科技,2025-02-13,2025,csmar_investor_interaction,,DeepSeek,DeepSeek;大模型,1,1,0,0,0,1,1,0,0,0,投资者您好！ 在端侧Deepseek拥有的成本优势可以加快各类AI终端及应用的落地，公司模组可以应用在AI终端上，因此公司模组面临的市场机会可能会因此增加，而在云侧公司也在将人工智能模型与公司的运管服云平台融合起来，正在研发城域物联感知模型，目前还处于在研状态，尚未产生收入，未来是否能产生收入及产生多少收入受市场需求和公司市场拓展进度影响，请投资者注意风险。 || 投资者您好！ 公司依托于自身物联感知体系“云-管-端”架构建立的优势，积极融合物联网与人工智能技术，在Deepseek模型上，公司一方面正在云侧基于模型融合,请问，贵司作为政府平台云管端龙头，deepseek的应用和飞速发展对贵司业务是否会带来重大积极影响？ || 美格在探索deepseek大模型在该公司模组的应用，请问公司的物联网模组能否接入deepseek吗？ || 各大云计算公司纷纷接入deepseek大模型以提高云计算服务能力，请问公司有接入deepseek计划吗？,,
,,,,,,,QIAN00904,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11493_688466_20250213,688466,金科环境,2025-02-13,2025,csmar_investor_interaction,,DeepSeek;多模态;大模型;智能体,DeepSeek;智能体,1,1,0,0,0,1,1,0,1,0,尊敬的投资者您好，公司将金科环境自研AI模型、自有水厂全生命周期数据与本地部署的Deepseek大模型融合，推出水萝卜AI智能体，充分利用DeepSeek强大的自然语言理解和推理能力，能够更好的理解用户意图，更加自主、灵活的调用金科自研的模型库和软件能力，以多模态的形式给用户提供更有针对性的数据和信息反馈，从而改变了传统智慧水务软件的交互方式，即用户可以通过语音对话沟通的方式，使用水萝卜AI智能体，满足日常水厂运营管理需求。 感谢您的关注！,公司水萝卜AI智能体和Deepseek有哪些关联？,,
,,,,,,,QIAN00905,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11498_688595_20250213,688595,,2025-02-13,2025,csmar_ir_meeting_qa,,大模型,,1,0,0,0,0,1,1,0,1,0,过去，边缘设备在部署之后的长期维护是一个隐性难题，在偏远甚至恶劣的工况环境下，缺乏适应性的边缘设备往往频繁报错，导致高昂的运维成本负担。 此外，企业员工在使用AI云端大模型时，可能会将包含商业机密的业务数据、技术方案、客户信息等输入其中。 一旦这些数据被云端大模型收集或记录，存在被泄露给第三方的风险。 因此边缘端企业级服务器成为新型关键应用。,公司在边缘AI相关产业是否有布局或产品应用?,,
,,,,,,,QIAN00906,review_possible_specific_initiative,1,3,,0,0,0,1,1,1,CSMAR11506_000338_20250214,000338,潍柴动力,2025-02-14,2025,csmar_investor_interaction,,DeepSeek,DeepSeek;人工智能大模型;大模型,1,1,0,0,0,1,1,0,0,0,公司已进行DeepSeek的本地化部署，提速技术研发创新。 感谢您对公司的关注！,请问：贵公司是否考虑接入现在最火的DeepSeek人工智能大模型软件平台？它绝对有利于贵公司科技创新的高质量发展！！！,,
,,,,,,,QIAN00907,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR11525_002500_20250214,002500,山西证券,2025-02-14,2025,csmar_investor_interaction,,DeepSeek;大模型,DeepSeek,1,1,0,0,0,1,1,0,1,0,近年来公司聚焦数字化转型，坚持科技赋能，在提升客户服务、增强员工能力、强化风险控制和实现数据智能融合等场景积极布局。 近期，公司部署了DeepSeek-R1大模型，基于增强私有化模型的动态推理能力和自适应学习机制，持续促进公司各项业务智能化转型发展。 谢谢。,公司有接入deepseek相关产品吗？或者与其有业务合作吗？谢谢,,
